OBJECTID;CODE_VOIE;NOM_VOIE;TYPE_AMENAGEMENT;REALISATION;CIRCUL2R;CIRCVOIT;AFFECTATION;TOURNGAUCHE;SHAPE.LEN
156824;12041;Chemin de Grange-Canal;Bande;2020;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;27.6674032030474
56914;13781;Route de l' Etraz;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;62.9169813972378
56928;13781;Route de l' Etraz;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;58.7810791151906
1921;10758;Route des Franchises;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;100.016061210188
21126;;  ;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;61.3764997591164
23362;18112;Boulevard des Philosophes;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;38.467124925057796
11522;01163;Rue des Bains;Voie Bus;;unidirectionnelle;contresens;vélos + cyclomoteurs + bus;;88.3826821272131
27843;;  ;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;21.582795002390196
29444;11827;Rue du Grand-Pré;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;61.7495878528756
30404;18112;Boulevard des Philosophes;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;13.716857916851199
11524;01163;Rue des Bains;Voie Bus;;unidirectionnelle;contresens;vélos + cyclomoteurs + bus;;54.0603126930804
28806;60119;Carrefour de la Croisette;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;10.5176660909158
29122;01163;Rue des Bains;Voie Bus;;unidirectionnelle;contresens;vélos + cyclomoteurs + bus;;52.569514274097195
286;18112;Boulevard des Philosophes;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;10.8527692318597
1028;18112;Boulevard des Philosophes;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;15.258007733646
1029;18112;Boulevard des Philosophes;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;41.438490274451205
16323;14605;Route de Malagnou;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;29.8397654146275
980;24210;Avenue  TRONCHET;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;103.076869374268
575;10332;Route de Florissant;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;12.9900423401927
27842;;  ;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;30.0945476789401
642;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;56.7031300813987
31682;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;91.8149290692968
31683;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;48.004041496524
31684;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;6.05904282869828
31685;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;5.3664606585719
31686;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;22.7178592227028
31687;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;5.13872552292881
31688;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;25.633485911986302
31689;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;7.04875166252862
31690;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;6.29610196867872
31691;22314;Rue de la Servette;Voie Bus;;unidirectionnelle;;vélos + cyclomoteurs + bus;;34.334881680297094
31692;22314;Rue de la Servette;Voie Bus;;unidirectionnelle;;vélos + cyclomoteurs + bus;;20.6956275575301
31693;22314;Rue de la Servette;Voie Bus;;unidirectionnelle;;vélos + cyclomoteurs + bus;;4.825981765402769
31694;22314;Rue de la Servette;Voie Bus;;unidirectionnelle;;vélos + cyclomoteurs + bus;;2.2740272645683
32011;21571;Route de Saint-Georges;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;8.85384097440201
32012;21571;Route de Saint-Georges;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;5.17359642801794
21766;23604;Route de Thonon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;34.6718690006755
840;16810;Place des Nations;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;60.1865117779723
514;04715;Avenue de Champel;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;5.3535035257296695
17288;12378;Rue du Grütli;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;30.2361985044417
114922;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;376.05957103682704
114923;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;172.04735911885
114924;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;130.032432044599
114925;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;466.97201303877705
114926;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;846.2777054739591
114927;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;981.2356613254781
114928;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;167.642470401599
115222;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;425.038538162632
115223;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;347.12546629626803
115224;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;525.054813680081
115226;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;326.22369901703405
115227;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;148.824757685003
115228;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;279.66950898982503
115229;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;201.079311840292
115230;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;346.148587393443
115231;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;215.87283898082902
58378;26344;Rue Emile- YUNG;Sas;2008;unidirectionnelle; ;vélos + cyclomoteurs;OUI;3.7945882517079497
142422;;  ;Bande;2019;unidirectionnelle;dans le sens;;NON;24.6662308878701
142423;;  ;Bande;2019;unidirectionnelle;dans le sens;;NON;59.8518111454751
142424;;  ;Bande;2019;unidirectionnelle;dans le sens;;NON;32.3994902829981
142425;;  ;Bande;2019;unidirectionnelle;dans le sens;;NON;15.0728165914669
142426;;  ;Sas;2019;unidirectionnelle;;;OUI;3.5395621198108698
55752;04715;Avenue de Champel;Bande;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;42.47767956763909
142430;;  ;Contresens;2019;unidirectionnelle;contresens;;;64.4760358582939
55758;04723;Plateau de Champel;Dérogation 2R;2001;bidirectionnelle; ;au statut de la rue : vélos seuls;;69.8285507511075
57441;17779;Avenue  PESCHIER;Bande;1992;unidirectionnelle;contresens;vélos + cyclomoteurs;;83.8937093650456
55757;04715;Avenue de Champel;Piste;1998;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;144.14958060470502
142429;;  ;Dérogation 2R;2019;bidirectionnelle;;au statut de la rue : vélos seuls;;95.7677453545163
142428;04715;Avenue de Champel;Bande;2019;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;53.5619574117106
142433;;  ;Bande;2019;unidirectionnelle;contresens;;;81.542570798994
56234;08842;Avenue  DUMAS;Contresens;2005;; ;vélos + cyclomoteurs;;234.95849475878902
142431;;  ;Bande;2019;unidirectionnelle;dans le sens;;;32.636397618755296
142432;;  ;Bande;2019;unidirectionnelle;contresens;;;101.80984791469801
55063;;  ;Bande;2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;13.2625977847479
57097;14800;Rue du Mandement;Piste;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;46.4070940074479
57579;20710;Rue Albert- RICHARD;Bande;2008;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;16.6132588715202
57664;21601;Rue de Saint-Jean;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;32.9668768876354
127385;20710;Rue Albert- RICHARD;Sas;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.10096759093029
142435;;  ;Sas;2019;unidirectionnelle;dans le sens;;NON;4.07946074867745
142436;14800;Rue du Mandement;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.9146599458124
142748;;  ;Sas;2019;unidirectionnelle;dans le sens;;NON;3.54644892815334
142745;;  ;Sas;2019;unidirectionnelle;dans le sens;;NON;3.49290709867869
142746;;  ;Sas;2019;unidirectionnelle;dans le sens;;NON;3.50287025166505
142747;;  ;Sas;2019;unidirectionnelle;dans le sens;;NON;3.50463978177501
141160;;  ;Bande;2019;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;79.6953798769016
139222;;  ;Bande;2019;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;77.9616020871813
139544;;  ;Bande;2019;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;148.749104226997
56909;13781;Route de l' Etraz;Bande;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;140.573349074251
56915;13781;Route de l' Etraz;Bande;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;63.288367896015494
57854;22330;Quai du Seujet;Bande;1996;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;51.8443752344844
57982;24368;Quai  TURRETTINI;Bande;1996;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.221865649995298
57983;24368;Quai  TURRETTINI;Piste;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;96.97203852840019
57984;24368;Quai  TURRETTINI;Sas;1996;; ;;NON;3.42940228028151
58377;26336;Rue Arnold- WINKELRIED;Bande;1986;unidirectionnelle;contresens;vélos + cyclomoteurs;;50.763456344106395
152360;13382;Rue  KLÉBERG;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.5952389497397
152362;13226;Avenue de la Jonction;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.42045111344828
85473;;  ;Sas;2016;unidirectionnelle;;vélos + cyclomoteurs;NON;3.00541178542974
55525;01759;Avenue de Bel-Air;Bande;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;251.30275494393
119704;01759;Avenue de Bel-Air;Bande;2020;unidirectionnelle;dans le sens;;;62.676253718749095
152026;;  ;Bande;2020;unidirectionnelle;dans le sens;;;51.145518449247696
58655;60518;Avenue A.-M.- MIRANY;Piste;2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;362.86548920628803
152027;;  ;Bande;2020;unidirectionnelle;dans le sens;;;31.2066659545681
152028;;  ;Bande;2020;unidirectionnelle;dans le sens;;;8.080061880951158
152029;;  ;Piste;2020;bidirectionnelle;;;;136.01772536891002
152030;;  ;Piste;2020;bidirectionnelle;;;;45.8364194179417
62116;;  ;Sas;2014;unidirectionnelle;dans le sens;;NON;3.50068564712686
63076;;  ;Sas;2014;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;3.8406379678381595
58624;59445;  ;Sas;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;5.36839034868121
66902;;  ;Sas;2015;unidirectionnelle;dans le sens;;NON;2.84381785633328
72992;;  ;Sas;2015;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.59115804226604
162263;;  ;Dérogation 2R;2021;bidirectionnelle;;au statut de la rue;;73.0336981875282
158423;;  ;Dérogation 2R;1987;bidirectionnelle;;au statut de la rue;;224.89164583303202
158424;;  ;Dérogation 2R;1987;bidirectionnelle;;au statut de la rue;;514.250853567544
158425;;  ;Dérogation 2R;1987;bidirectionnelle;;au statut de la rue;;588.673507142928
158426;;  ;Dérogation 2R;1987;bidirectionnelle;;au statut de la rue;;14.5975114144386
158427;;  ;Dérogation 2R;1987;bidirectionnelle;;au statut de la rue;;283.44108807903905
142434;;  ;Contresens;2019;unidirectionnelle;;au statut de la rue : vélos seuls;;47.380276487162895
152671;;  ;Piste;2020;bidirectionnelle;;mixité piétons;;125.486124808374
152672;;  ;Piste;2020;bidirectionnelle;;mixité piétons;;3.88104367406501
11523;01163;Rue des Bains;Voie Bus;;unidirectionnelle;contresens;vélos + cyclomoteurs + bus;;93.4751528482302
563;20850;Cours de Rive;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;29.2219095885262
299;11827;Rue du Grand-Pré;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;90.491080155129
615;10332;Route de Florissant;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;11.8190524154858
616;10332;Route de Florissant;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;49.5852410679601
623;10332;Route de Florissant;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;131.98620789489598
640;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;155.929029298295
570;13447;Rue Adrien- LACHENAL;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;31.458842710655
790;09997;Boulevard James- FAZY;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;74.83204050793601
836;21571;Route de Saint-Georges;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;201.081447905886
24325;14346;Avenue du Mail;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;61.42654556460101
15687;08958;Rue François- DUSSAUD;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;73.6766397806511
1601;08958;Rue François- DUSSAUD;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;170.38447738306
224;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;43.745707217966
46;00175;Route d' Aïre;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;82.964930542971
36165;13447;Rue Adrien- LACHENAL;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;5.38741125216926
34883;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;48.733085270686495
34897;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;7.60160408789414
36164;13447;Rue Adrien- LACHENAL;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;13.342687135656002
36484;23604;Route de Thonon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;86.6929857016805
36483;23604;Route de Thonon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;289.41932381926404
35853;14605;Route de Malagnou;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;9.198978204126801
35202;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;22.287562991075898
5446;60143;Passage de Montbrillant;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;100.762821092087
33923;05304;Avenue de Châtelaine;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;25.4540075547299
32963;04847;Rue de Chantepoulet;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;28.9141505149295
36167;13447;Rue Adrien- LACHENAL;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;6.25544562761119
35208;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;5.39356097583035
20487;13676;Rue  LECT;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;47.741205620666
35209;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;33.8856459286229
35205;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;18.1850845475076
30084;14265;Rue de Lyon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;27.627935138189397
34886;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;87.3438778621604
37763;;  ;Voie Bus;;unidirectionnelle;contresens;vélos + cyclomoteurs + bus;;19.8581821927386
37764;;  ;Voie Bus;;unidirectionnelle;contresens;vélos + cyclomoteurs + bus;;5.12219679434518
115232;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;411.40812422262206
115233;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;213.34985804506303
115234;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;87.5890590708453
115235;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;339.52939831786705
115236;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;290.981262900458
115237;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;508.92196377984106
115542;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;221.010202901723
115543;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;301.98921996552104
115544;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;610.76449331531
115545;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;366.56644504606606
115546;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;82.9153767403851
115547;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;184.32050892413702
115548;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;72.79119463701949
115549;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;329.96693471314
115550;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;294.17519930431
115552;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;393.507266595534
115553;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;321.699910255646
115554;;  ;Dérogation 2R;;bidirectionnelle;;au statut de la rue;;349.831695704858
57258;15512;Rue du Midi;Contresens;1991;; ;vélos + cyclomoteurs;;84.70852096720739
57621;21490;Route de Saconnex-d'Arve;Bande;1982;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;261.762661063379
67866;21490;Route de Saconnex-d'Arve;Bande;1982;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;19.282108287218
57625;21490;Route de Saconnex-d'Arve;Bande;1982;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;54.5658161548527
57627;21490;Route de Saconnex-d'Arve;Bande;1982;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;267.531942905392
57631;21490;Route de Saconnex-d'Arve;Bande;1982;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;25.6457871784042
67867;21490;Route de Saconnex-d'Arve;Bande;1982;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;81.46756160955819
67869;21490;Route de Saconnex-d'Arve;Bande;1982;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;45.0178864452786
83231;21490;Route de Saconnex-d'Arve;Bande;1982;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;20.5746550300718
55232;00280;Place des Alpes;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;39.0847522312226
58346;26123;Chemin des Voirets;Bande; ;unidirectionnelle;contresens;vélos + cyclomoteurs;;159.011075116192
58345;26123;Chemin des Voirets;Bande; ;unidirectionnelle;contresens;vélos + cyclomoteurs;;178.73676163011902
80982;04766;Route de Chancy;Bande;~2010;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;24.3789499363693
55919;04766;Route de Chancy;Sas;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;2.4257163890282
56043;06548;Quai de Cologny;Piste;1960;bidirectionnelle;;vélos + cyclomoteurs;;1557.46812819865
55581;02704;Rue François- BONIVARD;Bande;1997;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;53.022594957152
56943;13951;Rue  LIOTARD;Contresens;1992;; ;vélos + cyclomoteurs;;407.240746634118
56940;13951;Rue  LIOTARD;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;5.7262657836133295
56942;13951;Rue  LIOTARD;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;28.056767823041497
56941;13951;Rue  LIOTARD;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;14.6404383108058
57448;17876;Chemin du Petit-Saconnex;Bande;1999;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;163.633425084063
57449;17876;Chemin du Petit-Saconnex;Bande;1999;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;126.45423161872
86428;14605;Route de Malagnou;Piste;1988;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;67.7815104469165
147542;14605;Route de Malagnou;Piste;1988;unidirectionnelle;dans le sens;mixité piétons;;30.851458636505296
144986;;  ;Bande;2016;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;40.6041026925006
87385;;  ;Bande;2016;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;73.11109463508289
57599;21113;Avenue de la Roseraie;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;25.2878897734008
144985;;  ;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;30.797955422097097
57598;21113;Avenue de la Roseraie;Bande;1992;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;68.6741144067285
144984;;  ;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;38.025459647324496
146902;;  ;Sas;2020;unidirectionnelle;dans le sens;vélos + cyclomoteurs;OUI;3.5001285690671398
58001;24520;Avenue Gaspard- VALLETTE;Contresens;1995;; ;vélos + cyclomoteurs;;145.92794106370098
56276;09113;Quai Ernest- ANSERMET;Piste;2011;bidirectionnelle; ;vélos + cyclomoteurs;;170.474516244335
56275;09113;Quai Ernest- ANSERMET;Piste;2011;bidirectionnelle; ;mixité piétons;;185.26247450877102
152673;;  ;Piste;2020;unidirectionnelle;;mixité piétons;;12.980754985747199
152674;;  ;Piste;2020;unidirectionnelle;;mixité piétons;;18.738807325974598
158428;;  ;Dérogation 2R;1987;bidirectionnelle;;au statut de la rue;;35.9988129106751
136664;16683;Place Jean-Georges- MUSSARD;Bande;2021;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;45.3305338596403
137942;16683;Place Jean-Georges- MUSSARD;Bande;2021;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;44.1664428963973
159702;;  ;Sas;2021;unidirectionnelle;dans le sens;;NON;3.56089876295297
101801;20729;Avenue de Richelien;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;94.12669289881279
157478;10022;Rue de la Ferme;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;12.0230861262822
57645;21555;Place de Saint-François;Bande;1994;unidirectionnelle;dans le sens;au statut de la rue;;71.27828561350219
96662;03905;Avenue Cardinal- MERMILLOD;Piste;2017;unidirectionnelle;dans le sens;mixité piétons;;25.6679033040743
156826;20729;Avenue de Richelien;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;35.1031484840874
128662;15288;Rue Barthélemy- MENN;Bande;1993;unidirectionnelle;contresens;vélos + cyclomoteurs;;16.407525712306498
57581;20729;Avenue de Richelien;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;109.60126932505601
57544;20010;Boulevard des Promenades;Bande;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;118.57783705619501
156827;20729;Avenue de Richelien;Bande;2011;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;50.6858999871763
57710;21628;Route de Saint-Julien;Dérogation 2R;2019;bidirectionnelle;dans le sens;au statut de la rue : vélos seuls;;170.327442050786
56348;10022;Rue de la Ferme;Contresens;1993;unidirectionnelle; ;vélos + cyclomoteurs;;40.88429263292719
157482;20010;Boulevard des Promenades;Bande;~2007;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;70.57254211093719
57545;20010;Boulevard des Promenades;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;63.9931422321121
143392;;  ;Piste;2019;bidirectionnelle;;mixité piétons;;70.1357230652503
149839;00841;Avenue Louis- AUBERT;Bande;1985;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;84.42924789213359
157483;20010;Boulevard des Promenades;Bande; ;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;44.4040462681475
145314;25062;Quai de Versoix;Bande;2008;unidirectionnelle;contresens;vélos + cyclomoteurs;;34.6741994534352
152679;13374;Place  KLÉBERG;Bande;2008;unidirectionnelle;contresens;vélos + cyclomoteurs;;8.48586977441909
56173;07978;Avenue de la Croisette;Contresens;2003;; ;vélos + cyclomoteurs;;87.4130628614255
55283;00833;Rue de l' Aubépine;Bande;2003;unidirectionnelle;contresens;vélos + cyclomoteurs;;85.01102408249149
55285;00833;Rue de l' Aubépine;Bande;2014;unidirectionnelle;contresens;vélos + cyclomoteurs;;58.551046573037496
55294;00841;Avenue Louis- AUBERT;Bande;1985;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;18.474265885279397
57477;18520;Avenue Eugène- PITTARD;Bande;1997;unidirectionnelle;contresens;vélos + cyclomoteurs;;57.290519223256894
57479;18520;Avenue Eugène- PITTARD;Bande;1997;unidirectionnelle;contresens;vélos + cyclomoteurs;;167.622959754177
57480;18520;Avenue Eugène- PITTARD;Bande;2004;unidirectionnelle;contresens;vélos + cyclomoteurs;;133.677524036773
57485;18520;Avenue Eugène- PITTARD;Sas;2004;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.52723168704415
153303;;  ;Piste;2015;unidirectionnelle;dans le sens;vélos + cyclomoteurs;;623.534400399396
85782;;  ;Sas;2016;unidirectionnelle;dans le sens;vélos + cyclomoteurs;NON;2.72946881279124
93465;;  ;Sas;2016;unidirectionnelle;dans le sens;;NON;4.505041620229499
119070;;  ;Sas;2018;unidirectionnelle;dans le sens;;NON;3.50224213897326
37765;;  ;Voie Bus;;unidirectionnelle;contresens;vélos + cyclomoteurs + bus;;6.90289794216893
34887;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;22.8851261740022
35523;14605;Route de Malagnou;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;64.9245128188919
837;21571;Route de Saint-Georges;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;43.3907881928872
36482;23604;Route de Thonon;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;201.161229169886
37766;;  ;Voie Bus;;unidirectionnelle;contresens;vélos + cyclomoteurs + bus;;5.40210862740991
35207;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;13.194593589800299
593;10812;Route de Frontenex;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;30.896629265989496
11532;16039;Place de Montbrillant;Voie Bus;;unidirectionnelle;dans le sens;vélos + cyclomoteurs + bus;;44.0531436934805
