,date cas,canton,age,genre_num,genre,nouveaux cas,name_fr
2863,2020-03-19,BS,60 - 69,1,homme,2,Bâle-Ville
2864,2020-03-19,BS,60 - 69,2,femme,2,Bâle-Ville
2865,2020-03-19,BS,70 - 79,2,femme,1,Bâle-Ville
2866,2020-03-19,BS,80+,1,homme,1,Bâle-Ville
2867,2020-03-20,BS,10 - 19,1,homme,1,Bâle-Ville
2868,2020-03-20,BS,20 - 29,1,homme,4,Bâle-Ville
2869,2020-03-20,BS,20 - 29,2,femme,4,Bâle-Ville
2870,2020-03-20,BS,30 - 39,1,homme,5,Bâle-Ville
2871,2020-03-20,BS,30 - 39,2,femme,4,Bâle-Ville
2872,2020-03-20,BS,40 - 49,1,homme,3,Bâle-Ville
2873,2020-03-20,BS,40 - 49,2,femme,5,Bâle-Ville
2874,2020-03-20,BS,50 - 59,1,homme,10,Bâle-Ville
2875,2020-03-20,BS,50 - 59,2,femme,6,Bâle-Ville
2876,2020-03-20,BS,60 - 69,1,homme,2,Bâle-Ville
2877,2020-03-20,BS,60 - 69,2,femme,4,Bâle-Ville
2878,2020-03-20,BS,70 - 79,1,homme,1,Bâle-Ville
2879,2020-03-20,BS,70 - 79,2,femme,1,Bâle-Ville
2880,2020-03-20,BS,80+,1,homme,1,Bâle-Ville
2881,2020-03-20,BS,80+,2,femme,5,Bâle-Ville
2882,2020-03-21,BS,20 - 29,1,homme,2,Bâle-Ville
2883,2020-03-21,BS,20 - 29,2,femme,2,Bâle-Ville
2884,2020-03-21,BS,30 - 39,1,homme,2,Bâle-Ville
2885,2020-03-21,BS,30 - 39,2,femme,4,Bâle-Ville
2886,2020-03-21,BS,40 - 49,1,homme,3,Bâle-Ville
2887,2020-03-21,BS,40 - 49,2,femme,4,Bâle-Ville
2888,2020-03-21,BS,50 - 59,1,homme,5,Bâle-Ville
2889,2020-03-21,BS,50 - 59,2,femme,4,Bâle-Ville
2890,2020-03-21,BS,60 - 69,1,homme,3,Bâle-Ville
2891,2020-03-21,BS,60 - 69,2,femme,2,Bâle-Ville
2892,2020-03-21,BS,80+,2,femme,3,Bâle-Ville
2893,2020-03-22,BS,20 - 29,2,femme,9,Bâle-Ville
2894,2020-03-22,BS,30 - 39,1,homme,4,Bâle-Ville
2895,2020-03-22,BS,30 - 39,2,femme,3,Bâle-Ville
2896,2020-03-22,BS,40 - 49,1,homme,1,Bâle-Ville
2897,2020-03-22,BS,40 - 49,2,femme,6,Bâle-Ville
2898,2020-03-22,BS,50 - 59,1,homme,2,Bâle-Ville
2899,2020-03-22,BS,50 - 59,2,femme,2,Bâle-Ville
2900,2020-03-22,BS,60 - 69,1,homme,3,Bâle-Ville
2901,2020-03-22,BS,60 - 69,2,femme,1,Bâle-Ville
2902,2020-03-22,BS,70 - 79,1,homme,3,Bâle-Ville
2903,2020-03-22,BS,70 - 79,2,femme,1,Bâle-Ville
2904,2020-03-22,BS,80+,1,homme,2,Bâle-Ville
2905,2020-03-22,BS,80+,2,femme,6,Bâle-Ville
2906,2020-03-23,BS,0 - 9,1,homme,1,Bâle-Ville
2907,2020-03-23,BS,20 - 29,1,homme,4,Bâle-Ville
2908,2020-03-23,BS,20 - 29,2,femme,6,Bâle-Ville
2909,2020-03-23,BS,30 - 39,1,homme,9,Bâle-Ville
2910,2020-03-23,BS,30 - 39,2,femme,6,Bâle-Ville
2911,2020-03-23,BS,40 - 49,1,homme,1,Bâle-Ville
2912,2020-03-23,BS,40 - 49,2,femme,6,Bâle-Ville
2913,2020-03-23,BS,50 - 59,1,homme,12,Bâle-Ville
2914,2020-03-23,BS,50 - 59,2,femme,4,Bâle-Ville
2915,2020-03-23,BS,60 - 69,1,homme,8,Bâle-Ville
2916,2020-03-23,BS,60 - 69,2,femme,3,Bâle-Ville
2917,2020-03-23,BS,70 - 79,1,homme,5,Bâle-Ville
2918,2020-03-23,BS,70 - 79,2,femme,4,Bâle-Ville
2919,2020-03-23,BS,80+,1,homme,2,Bâle-Ville
2920,2020-03-23,BS,80+,2,femme,2,Bâle-Ville
2921,2020-03-24,BS,20 - 29,1,homme,4,Bâle-Ville
2922,2020-03-24,BS,20 - 29,2,femme,4,Bâle-Ville
2923,2020-03-24,BS,30 - 39,1,homme,2,Bâle-Ville
2924,2020-03-24,BS,30 - 39,2,femme,4,Bâle-Ville
2925,2020-03-24,BS,40 - 49,1,homme,5,Bâle-Ville
2926,2020-03-24,BS,40 - 49,2,femme,6,Bâle-Ville
2927,2020-03-24,BS,50 - 59,1,homme,2,Bâle-Ville
2928,2020-03-24,BS,50 - 59,2,femme,3,Bâle-Ville
2929,2020-03-24,BS,60 - 69,1,homme,5,Bâle-Ville
2930,2020-03-24,BS,60 - 69,2,femme,1,Bâle-Ville
2931,2020-03-24,BS,70 - 79,1,homme,1,Bâle-Ville
2932,2020-03-24,BS,70 - 79,2,femme,1,Bâle-Ville
2933,2020-03-24,BS,80+,2,femme,2,Bâle-Ville
2934,2020-03-25,BS,10 - 19,2,femme,1,Bâle-Ville
2935,2020-03-25,BS,20 - 29,1,homme,2,Bâle-Ville
2936,2020-03-25,BS,20 - 29,2,femme,3,Bâle-Ville
2937,2020-03-25,BS,30 - 39,1,homme,3,Bâle-Ville
2938,2020-03-25,BS,30 - 39,2,femme,6,Bâle-Ville
2939,2020-03-25,BS,40 - 49,1,homme,1,Bâle-Ville
2940,2020-03-25,BS,40 - 49,2,femme,3,Bâle-Ville
2941,2020-03-25,BS,50 - 59,1,homme,3,Bâle-Ville
2942,2020-03-25,BS,50 - 59,2,femme,3,Bâle-Ville
2943,2020-03-25,BS,60 - 69,1,homme,2,Bâle-Ville
2944,2020-03-25,BS,60 - 69,2,femme,2,Bâle-Ville
2945,2020-03-25,BS,70 - 79,1,homme,3,Bâle-Ville
2946,2020-03-25,BS,70 - 79,2,femme,3,Bâle-Ville
2947,2020-03-25,BS,80+,1,homme,3,Bâle-Ville
2948,2020-03-25,BS,80+,2,femme,5,Bâle-Ville
2949,2020-03-26,BS,10 - 19,1,homme,1,Bâle-Ville
2950,2020-03-26,BS,10 - 19,2,femme,1,Bâle-Ville
2951,2020-03-26,BS,20 - 29,1,homme,3,Bâle-Ville
2952,2020-03-26,BS,30 - 39,1,homme,3,Bâle-Ville
2953,2020-03-26,BS,30 - 39,2,femme,4,Bâle-Ville
2954,2020-03-26,BS,40 - 49,1,homme,3,Bâle-Ville
2955,2020-03-26,BS,40 - 49,2,femme,2,Bâle-Ville
2956,2020-03-26,BS,50 - 59,1,homme,3,Bâle-Ville
2957,2020-03-26,BS,50 - 59,2,femme,6,Bâle-Ville
2958,2020-03-26,BS,60 - 69,1,homme,2,Bâle-Ville
2959,2020-03-26,BS,60 - 69,2,femme,1,Bâle-Ville
2960,2020-03-26,BS,70 - 79,1,homme,2,Bâle-Ville
2961,2020-03-26,BS,70 - 79,2,femme,1,Bâle-Ville
2962,2020-03-26,BS,80+,2,femme,2,Bâle-Ville
2963,2020-03-27,BS,20 - 29,1,homme,1,Bâle-Ville
2964,2020-03-27,BS,20 - 29,2,femme,1,Bâle-Ville
2965,2020-03-27,BS,30 - 39,1,homme,5,Bâle-Ville
2966,2020-03-27,BS,30 - 39,2,femme,5,Bâle-Ville
2967,2020-03-27,BS,40 - 49,1,homme,2,Bâle-Ville
2968,2020-03-27,BS,40 - 49,2,femme,5,Bâle-Ville
2969,2020-03-27,BS,50 - 59,1,homme,3,Bâle-Ville
2970,2020-03-27,BS,50 - 59,2,femme,5,Bâle-Ville
2971,2020-03-27,BS,60 - 69,1,homme,6,Bâle-Ville
2972,2020-03-27,BS,60 - 69,2,femme,4,Bâle-Ville
2973,2020-03-27,BS,70 - 79,1,homme,2,Bâle-Ville
2974,2020-03-27,BS,70 - 79,2,femme,1,Bâle-Ville
2975,2020-03-27,BS,80+,1,homme,3,Bâle-Ville
2976,2020-03-27,BS,80+,2,femme,1,Bâle-Ville
2977,2020-03-28,BS,20 - 29,1,homme,1,Bâle-Ville
2978,2020-03-28,BS,30 - 39,1,homme,2,Bâle-Ville
2979,2020-03-28,BS,30 - 39,2,femme,3,Bâle-Ville
2980,2020-03-28,BS,40 - 49,1,homme,2,Bâle-Ville
2981,2020-03-28,BS,40 - 49,2,femme,1,Bâle-Ville
2982,2020-03-28,BS,50 - 59,1,homme,5,Bâle-Ville
2983,2020-03-28,BS,50 - 59,2,femme,3,Bâle-Ville
2984,2020-03-28,BS,60 - 69,1,homme,3,Bâle-Ville
2985,2020-03-28,BS,60 - 69,2,femme,1,Bâle-Ville
2986,2020-03-28,BS,70 - 79,1,homme,1,Bâle-Ville
2987,2020-03-28,BS,70 - 79,2,femme,2,Bâle-Ville
2988,2020-03-28,BS,80+,1,homme,1,Bâle-Ville
2989,2020-03-28,BS,80+,2,femme,3,Bâle-Ville
2990,2020-03-29,BS,10 - 19,2,femme,1,Bâle-Ville
2991,2020-03-29,BS,30 - 39,2,femme,2,Bâle-Ville
2992,2020-03-29,BS,40 - 49,1,homme,2,Bâle-Ville
2993,2020-03-29,BS,40 - 49,2,femme,1,Bâle-Ville
2994,2020-03-29,BS,50 - 59,1,homme,1,Bâle-Ville
2995,2020-03-29,BS,50 - 59,2,femme,2,Bâle-Ville
2996,2020-03-29,BS,60 - 69,1,homme,1,Bâle-Ville
2997,2020-03-29,BS,60 - 69,2,femme,1,Bâle-Ville
2998,2020-03-29,BS,70 - 79,1,homme,1,Bâle-Ville
2999,2020-03-29,BS,70 - 79,2,femme,2,Bâle-Ville
3000,2020-03-29,BS,80+,1,homme,1,Bâle-Ville
3001,2020-03-30,BS,10 - 19,1,homme,1,Bâle-Ville
3002,2020-03-30,BS,20 - 29,1,homme,6,Bâle-Ville
3003,2020-03-30,BS,20 - 29,2,femme,2,Bâle-Ville
3004,2020-03-30,BS,30 - 39,1,homme,3,Bâle-Ville
3005,2020-03-30,BS,30 - 39,2,femme,4,Bâle-Ville
3006,2020-03-30,BS,40 - 49,1,homme,2,Bâle-Ville
3007,2020-03-30,BS,40 - 49,2,femme,3,Bâle-Ville
3008,2020-03-30,BS,50 - 59,1,homme,3,Bâle-Ville
3009,2020-03-30,BS,50 - 59,2,femme,5,Bâle-Ville
3010,2020-03-30,BS,60 - 69,1,homme,2,Bâle-Ville
3011,2020-03-30,BS,60 - 69,2,femme,4,Bâle-Ville
3012,2020-03-30,BS,70 - 79,1,homme,3,Bâle-Ville
3013,2020-03-30,BS,70 - 79,2,femme,2,Bâle-Ville
3014,2020-03-30,BS,80+,1,homme,3,Bâle-Ville
3015,2020-03-30,BS,80+,2,femme,2,Bâle-Ville
3016,2020-03-31,BS,20 - 29,1,homme,3,Bâle-Ville
3017,2020-03-31,BS,20 - 29,2,femme,3,Bâle-Ville
3018,2020-03-31,BS,30 - 39,2,femme,1,Bâle-Ville
3019,2020-03-31,BS,40 - 49,1,homme,4,Bâle-Ville
3020,2020-03-31,BS,40 - 49,2,femme,1,Bâle-Ville
3021,2020-03-31,BS,50 - 59,1,homme,1,Bâle-Ville
3022,2020-03-31,BS,50 - 59,2,femme,2,Bâle-Ville
3023,2020-03-31,BS,60 - 69,1,homme,2,Bâle-Ville
3024,2020-03-31,BS,60 - 69,2,femme,3,Bâle-Ville
3025,2020-03-31,BS,70 - 79,1,homme,3,Bâle-Ville
3026,2020-03-31,BS,70 - 79,2,femme,3,Bâle-Ville
3027,2020-03-31,BS,80+,1,homme,2,Bâle-Ville
3028,2020-03-31,BS,80+,2,femme,3,Bâle-Ville
3029,2020-04-01,BS,10 - 19,1,homme,1,Bâle-Ville
3030,2020-04-01,BS,20 - 29,1,homme,3,Bâle-Ville
3031,2020-04-01,BS,20 - 29,2,femme,1,Bâle-Ville
3032,2020-04-01,BS,30 - 39,1,homme,2,Bâle-Ville
3033,2020-04-01,BS,30 - 39,2,femme,4,Bâle-Ville
3034,2020-04-01,BS,40 - 49,1,homme,4,Bâle-Ville
3035,2020-04-01,BS,40 - 49,2,femme,3,Bâle-Ville
3036,2020-04-01,BS,50 - 59,1,homme,4,Bâle-Ville
3037,2020-04-01,BS,50 - 59,2,femme,5,Bâle-Ville
3038,2020-04-01,BS,60 - 69,1,homme,2,Bâle-Ville
3039,2020-04-01,BS,60 - 69,2,femme,2,Bâle-Ville
3040,2020-04-01,BS,70 - 79,2,femme,2,Bâle-Ville
3041,2020-04-01,BS,80+,1,homme,1,Bâle-Ville
3042,2020-04-01,BS,80+,2,femme,2,Bâle-Ville
3043,2020-04-02,BS,30 - 39,1,homme,3,Bâle-Ville
3044,2020-04-02,BS,30 - 39,2,femme,1,Bâle-Ville
3045,2020-04-02,BS,40 - 49,1,homme,3,Bâle-Ville
3046,2020-04-02,BS,40 - 49,2,femme,3,Bâle-Ville
3047,2020-04-02,BS,50 - 59,1,homme,5,Bâle-Ville
3048,2020-04-02,BS,50 - 59,2,femme,2,Bâle-Ville
3049,2020-04-02,BS,60 - 69,2,femme,1,Bâle-Ville
3050,2020-04-02,BS,70 - 79,1,homme,1,Bâle-Ville
3051,2020-04-03,BS,0 - 9,1,homme,1,Bâle-Ville
3052,2020-04-03,BS,10 - 19,1,homme,1,Bâle-Ville
3053,2020-04-03,BS,20 - 29,1,homme,4,Bâle-Ville
3054,2020-04-03,BS,20 - 29,2,femme,5,Bâle-Ville
3055,2020-04-03,BS,30 - 39,1,homme,5,Bâle-Ville
3056,2020-04-03,BS,30 - 39,2,femme,5,Bâle-Ville
3057,2020-04-03,BS,40 - 49,1,homme,1,Bâle-Ville
3058,2020-04-03,BS,50 - 59,1,homme,4,Bâle-Ville
3059,2020-04-03,BS,60 - 69,1,homme,1,Bâle-Ville
3060,2020-04-03,BS,70 - 79,2,femme,1,Bâle-Ville
3061,2020-04-03,BS,80+,2,femme,1,Bâle-Ville
3062,2020-04-04,BS,10 - 19,1,homme,1,Bâle-Ville
3063,2020-04-04,BS,20 - 29,1,homme,2,Bâle-Ville
3064,2020-04-04,BS,20 - 29,2,femme,1,Bâle-Ville
3065,2020-04-04,BS,30 - 39,1,homme,1,Bâle-Ville
3066,2020-04-04,BS,50 - 59,1,homme,2,Bâle-Ville
3067,2020-04-04,BS,50 - 59,2,femme,1,Bâle-Ville
3068,2020-04-04,BS,60 - 69,2,femme,1,Bâle-Ville
3069,2020-04-04,BS,70 - 79,1,homme,1,Bâle-Ville
3070,2020-04-04,BS,70 - 79,2,femme,1,Bâle-Ville
3071,2020-04-04,BS,80+,1,homme,1,Bâle-Ville
3072,2020-04-05,BS,20 - 29,2,femme,2,Bâle-Ville
3073,2020-04-05,BS,40 - 49,1,homme,1,Bâle-Ville
3074,2020-04-05,BS,40 - 49,2,femme,1,Bâle-Ville
3075,2020-04-05,BS,50 - 59,1,homme,2,Bâle-Ville
3076,2020-04-05,BS,50 - 59,2,femme,2,Bâle-Ville
3077,2020-04-05,BS,80+,1,homme,1,Bâle-Ville
3078,2020-04-05,BS,80+,2,femme,3,Bâle-Ville
3079,2020-04-06,BS,20 - 29,1,homme,1,Bâle-Ville
3080,2020-04-06,BS,20 - 29,2,femme,1,Bâle-Ville
3081,2020-04-06,BS,30 - 39,1,homme,1,Bâle-Ville
3082,2020-04-06,BS,30 - 39,2,femme,2,Bâle-Ville
3083,2020-04-06,BS,40 - 49,1,homme,1,Bâle-Ville
3084,2020-04-06,BS,40 - 49,2,femme,1,Bâle-Ville
3085,2020-04-06,BS,50 - 59,1,homme,6,Bâle-Ville
3086,2020-04-06,BS,50 - 59,2,femme,2,Bâle-Ville
3087,2020-04-06,BS,60 - 69,1,homme,2,Bâle-Ville
3088,2020-04-06,BS,70 - 79,1,homme,2,Bâle-Ville
3089,2020-04-06,BS,80+,1,homme,1,Bâle-Ville
3090,2020-04-06,BS,80+,2,femme,1,Bâle-Ville
3091,2020-04-07,BS,10 - 19,2,femme,3,Bâle-Ville
3092,2020-04-07,BS,20 - 29,1,homme,2,Bâle-Ville
3093,2020-04-07,BS,20 - 29,2,femme,2,Bâle-Ville
3094,2020-04-07,BS,30 - 39,1,homme,1,Bâle-Ville
3095,2020-04-07,BS,40 - 49,1,homme,1,Bâle-Ville
3096,2020-04-07,BS,40 - 49,2,femme,2,Bâle-Ville
3097,2020-04-07,BS,50 - 59,2,femme,1,Bâle-Ville
3098,2020-04-07,BS,60 - 69,1,homme,1,Bâle-Ville
3099,2020-04-07,BS,70 - 79,1,homme,3,Bâle-Ville
3100,2020-04-07,BS,70 - 79,2,femme,2,Bâle-Ville
3101,2020-04-07,BS,80+,1,homme,2,Bâle-Ville
3102,2020-04-08,BS,20 - 29,1,homme,2,Bâle-Ville
3103,2020-04-08,BS,20 - 29,2,femme,1,Bâle-Ville
3104,2020-04-08,BS,30 - 39,1,homme,2,Bâle-Ville
3105,2020-04-08,BS,30 - 39,2,femme,2,Bâle-Ville
3106,2020-04-08,BS,40 - 49,1,homme,1,Bâle-Ville
3107,2020-04-08,BS,50 - 59,1,homme,1,Bâle-Ville
3108,2020-04-08,BS,50 - 59,2,femme,2,Bâle-Ville
3109,2020-04-08,BS,60 - 69,1,homme,1,Bâle-Ville
3110,2020-04-08,BS,60 - 69,2,femme,1,Bâle-Ville
3111,2020-04-08,BS,70 - 79,2,femme,2,Bâle-Ville
3112,2020-04-08,BS,80+,2,femme,2,Bâle-Ville
3113,2020-04-09,BS,20 - 29,1,homme,1,Bâle-Ville
3114,2020-04-09,BS,40 - 49,1,homme,2,Bâle-Ville
3115,2020-04-09,BS,50 - 59,1,homme,1,Bâle-Ville
3116,2020-04-09,BS,50 - 59,2,femme,3,Bâle-Ville
3117,2020-04-09,BS,80+,1,homme,1,Bâle-Ville
3118,2020-04-09,BS,80+,2,femme,1,Bâle-Ville
3119,2020-04-10,BS,20 - 29,2,femme,2,Bâle-Ville
3120,2020-04-10,BS,30 - 39,1,homme,1,Bâle-Ville
3121,2020-04-10,BS,50 - 59,1,homme,2,Bâle-Ville
3122,2020-04-10,BS,60 - 69,2,femme,1,Bâle-Ville
3123,2020-04-11,BS,20 - 29,1,homme,1,Bâle-Ville
3124,2020-04-11,BS,40 - 49,2,femme,1,Bâle-Ville
3125,2020-04-11,BS,50 - 59,2,femme,1,Bâle-Ville
3126,2020-04-11,BS,80+,2,femme,2,Bâle-Ville
3127,2020-04-12,BS,10 - 19,1,homme,1,Bâle-Ville
3128,2020-04-12,BS,20 - 29,1,homme,1,Bâle-Ville
3129,2020-04-12,BS,20 - 29,2,femme,1,Bâle-Ville
3130,2020-04-12,BS,30 - 39,1,homme,1,Bâle-Ville
3131,2020-04-12,BS,70 - 79,1,homme,1,Bâle-Ville
3132,2020-04-12,BS,80+,1,homme,1,Bâle-Ville
3133,2020-04-12,BS,80+,2,femme,1,Bâle-Ville
3134,2020-04-13,BS,40 - 49,1,homme,1,Bâle-Ville
3135,2020-04-13,BS,40 - 49,2,femme,1,Bâle-Ville
3136,2020-04-13,BS,50 - 59,2,femme,1,Bâle-Ville
3137,2020-04-13,BS,60 - 69,2,femme,2,Bâle-Ville
3138,2020-04-13,BS,70 - 79,2,femme,1,Bâle-Ville
3139,2020-04-13,BS,80+,2,femme,5,Bâle-Ville
3140,2020-04-14,BS,50 - 59,2,femme,3,Bâle-Ville
3141,2020-04-14,BS,70 - 79,1,homme,1,Bâle-Ville
3142,2020-04-14,BS,70 - 79,2,femme,1,Bâle-Ville
3143,2020-04-14,BS,80+,2,femme,1,Bâle-Ville
3144,2020-04-15,BS,30 - 39,1,homme,1,Bâle-Ville
3145,2020-04-15,BS,30 - 39,2,femme,1,Bâle-Ville
3146,2020-04-15,BS,40 - 49,1,homme,1,Bâle-Ville
3147,2020-04-15,BS,40 - 49,2,femme,1,Bâle-Ville
3148,2020-04-15,BS,50 - 59,1,homme,1,Bâle-Ville
3149,2020-04-15,BS,50 - 59,2,femme,2,Bâle-Ville
3150,2020-04-15,BS,70 - 79,2,femme,1,Bâle-Ville
3151,2020-04-16,BS,20 - 29,1,homme,1,Bâle-Ville
3152,2020-04-16,BS,20 - 29,2,femme,1,Bâle-Ville
3153,2020-04-16,BS,30 - 39,2,femme,1,Bâle-Ville
3154,2020-04-16,BS,50 - 59,2,femme,4,Bâle-Ville
3155,2020-04-16,BS,60 - 69,2,femme,2,Bâle-Ville
3156,2020-04-16,BS,70 - 79,1,homme,1,Bâle-Ville
3157,2020-04-16,BS,80+,2,femme,2,Bâle-Ville
3158,2020-04-17,BS,20 - 29,2,femme,2,Bâle-Ville
3159,2020-04-17,BS,30 - 39,1,homme,1,Bâle-Ville
3160,2020-04-18,BS,20 - 29,2,femme,1,Bâle-Ville
3161,2020-04-18,BS,30 - 39,1,homme,1,Bâle-Ville
3162,2020-04-18,BS,80+,1,homme,1,Bâle-Ville
3163,2020-04-19,BS,80+,2,femme,1,Bâle-Ville
3164,2020-04-21,BS,10 - 19,1,homme,1,Bâle-Ville
3165,2020-04-21,BS,20 - 29,1,homme,1,Bâle-Ville
3166,2020-04-21,BS,30 - 39,2,femme,1,Bâle-Ville
3167,2020-04-21,BS,40 - 49,1,homme,1,Bâle-Ville
3168,2020-04-21,BS,70 - 79,2,femme,1,Bâle-Ville
3169,2020-04-22,BS,20 - 29,2,femme,1,Bâle-Ville
3170,2020-04-22,BS,40 - 49,2,femme,1,Bâle-Ville
3171,2020-04-22,BS,60 - 69,1,homme,1,Bâle-Ville
3172,2020-04-22,BS,inconnu,9,manquant,2,Bâle-Ville
3173,2020-04-23,BS,20 - 29,1,homme,1,Bâle-Ville
3174,2020-04-23,BS,20 - 29,2,femme,1,Bâle-Ville
3175,2020-04-24,BS,50 - 59,2,femme,1,Bâle-Ville
3176,2020-04-24,BS,60 - 69,1,homme,1,Bâle-Ville
3177,2020-04-25,BS,80+,1,homme,1,Bâle-Ville
3178,2020-04-25,BS,80+,2,femme,1,Bâle-Ville
3179,2020-04-27,BS,0 - 9,2,femme,1,Bâle-Ville
3180,2020-04-27,BS,10 - 19,1,homme,1,Bâle-Ville
3181,2020-04-27,BS,20 - 29,1,homme,1,Bâle-Ville
3182,2020-04-27,BS,30 - 39,2,femme,1,Bâle-Ville
3183,2020-04-27,BS,40 - 49,2,femme,1,Bâle-Ville
3184,2020-04-27,BS,80+,1,homme,2,Bâle-Ville
3185,2020-04-28,BS,20 - 29,1,homme,1,Bâle-Ville
3186,2020-04-28,BS,30 - 39,1,homme,1,Bâle-Ville
3187,2020-04-28,BS,40 - 49,2,femme,1,Bâle-Ville
3188,2020-04-28,BS,80+,2,femme,1,Bâle-Ville
3189,2020-04-29,BS,20 - 29,2,femme,1,Bâle-Ville
3190,2020-04-30,BS,30 - 39,1,homme,1,Bâle-Ville
3191,2020-04-30,BS,40 - 49,2,femme,1,Bâle-Ville
3192,2020-04-30,BS,80+,2,femme,1,Bâle-Ville
3193,2020-05-01,BS,60 - 69,1,homme,1,Bâle-Ville
3194,2020-05-01,BS,80+,2,femme,1,Bâle-Ville
3195,2020-05-02,BS,30 - 39,2,femme,1,Bâle-Ville
3196,2020-05-02,BS,40 - 49,1,homme,1,Bâle-Ville
3197,2020-05-02,BS,50 - 59,1,homme,1,Bâle-Ville
3198,2020-05-04,BS,40 - 49,2,femme,1,Bâle-Ville
3199,2020-05-05,BS,40 - 49,2,femme,1,Bâle-Ville
3200,2020-05-05,BS,80+,2,femme,1,Bâle-Ville
3201,2020-05-06,BS,40 - 49,1,homme,1,Bâle-Ville
3202,2020-05-07,BS,20 - 29,1,homme,1,Bâle-Ville
3203,2020-05-09,BS,30 - 39,2,femme,1,Bâle-Ville
3204,2020-05-10,BS,50 - 59,2,femme,1,Bâle-Ville
3205,2020-05-13,BS,10 - 19,2,femme,1,Bâle-Ville
3206,2020-05-13,BS,30 - 39,1,homme,1,Bâle-Ville
3207,2020-05-13,BS,30 - 39,2,femme,1,Bâle-Ville
3208,2020-05-14,BS,40 - 49,1,homme,1,Bâle-Ville
3209,2020-05-15,BS,70 - 79,2,femme,1,Bâle-Ville
3210,2020-05-17,BS,30 - 39,1,homme,1,Bâle-Ville
3211,2020-05-19,BS,70 - 79,2,femme,1,Bâle-Ville
3212,2020-05-27,BS,0 - 9,1,homme,1,Bâle-Ville
3213,2020-05-27,BS,10 - 19,2,femme,1,Bâle-Ville
3214,2020-06-02,BS,10 - 19,1,homme,1,Bâle-Ville
3215,2020-06-02,BS,20 - 29,2,femme,1,Bâle-Ville
3216,2020-06-04,BS,20 - 29,2,femme,1,Bâle-Ville
3217,2020-06-04,BS,30 - 39,1,homme,1,Bâle-Ville
3218,2020-06-08,BS,30 - 39,2,femme,1,Bâle-Ville
3219,2020-06-15,BS,20 - 29,1,homme,1,Bâle-Ville
3220,2020-06-18,BS,20 - 29,2,femme,1,Bâle-Ville
3221,2020-07-01,BS,30 - 39,1,homme,2,Bâle-Ville
3222,2020-07-02,BS,40 - 49,2,femme,1,Bâle-Ville
3223,2020-07-02,BS,60 - 69,1,homme,1,Bâle-Ville
3224,2020-07-03,BS,50 - 59,2,femme,1,Bâle-Ville
3225,2020-07-05,BS,20 - 29,2,femme,1,Bâle-Ville
3226,2020-07-05,BS,60 - 69,1,homme,1,Bâle-Ville
3227,2020-07-06,BS,30 - 39,1,homme,1,Bâle-Ville
3228,2020-07-06,BS,30 - 39,2,femme,1,Bâle-Ville
3229,2020-07-06,BS,70 - 79,1,homme,1,Bâle-Ville
3230,2020-07-07,BS,20 - 29,1,homme,1,Bâle-Ville
3231,2020-07-07,BS,20 - 29,2,femme,1,Bâle-Ville
3232,2020-07-07,BS,40 - 49,1,homme,1,Bâle-Ville
3233,2020-07-08,BS,10 - 19,1,homme,1,Bâle-Ville
3234,2020-07-08,BS,30 - 39,1,homme,1,Bâle-Ville
3235,2020-07-08,BS,30 - 39,2,femme,1,Bâle-Ville
3236,2020-07-09,BS,20 - 29,1,homme,1,Bâle-Ville
3237,2020-07-09,BS,30 - 39,1,homme,2,Bâle-Ville
3238,2020-07-09,BS,30 - 39,2,femme,1,Bâle-Ville
3239,2020-07-10,BS,0 - 9,2,femme,1,Bâle-Ville
3240,2020-07-10,BS,30 - 39,2,femme,1,Bâle-Ville
3241,2020-07-11,BS,60 - 69,2,femme,1,Bâle-Ville
3242,2020-07-12,BS,20 - 29,2,femme,1,Bâle-Ville
3243,2020-07-12,BS,30 - 39,1,homme,1,Bâle-Ville
3244,2020-07-12,BS,70 - 79,2,femme,1,Bâle-Ville
3245,2020-07-13,BS,40 - 49,2,femme,2,Bâle-Ville
3246,2020-07-13,BS,50 - 59,1,homme,1,Bâle-Ville
3247,2020-07-13,BS,60 - 69,1,homme,1,Bâle-Ville
3248,2020-07-13,BS,60 - 69,2,femme,1,Bâle-Ville
3249,2020-07-14,BS,80+,2,femme,1,Bâle-Ville
3250,2020-07-15,BS,20 - 29,1,homme,1,Bâle-Ville
3251,2020-07-15,BS,40 - 49,1,homme,1,Bâle-Ville
3252,2020-07-16,BS,0 - 9,2,femme,1,Bâle-Ville
3253,2020-07-16,BS,30 - 39,1,homme,1,Bâle-Ville
3254,2020-07-16,BS,40 - 49,2,femme,1,Bâle-Ville
3255,2020-07-17,BS,60 - 69,1,homme,1,Bâle-Ville
3256,2020-07-17,BS,70 - 79,1,homme,1,Bâle-Ville
3257,2020-07-19,BS,60 - 69,1,homme,1,Bâle-Ville
3258,2020-07-19,BS,80+,2,femme,1,Bâle-Ville
3259,2020-07-20,BS,10 - 19,1,homme,1,Bâle-Ville
3260,2020-07-20,BS,40 - 49,1,homme,1,Bâle-Ville
3261,2020-07-20,BS,70 - 79,2,femme,1,Bâle-Ville
3262,2020-07-21,BS,0 - 9,1,homme,1,Bâle-Ville
3263,2020-07-21,BS,80+,1,homme,1,Bâle-Ville
3264,2020-07-22,BS,10 - 19,2,femme,1,Bâle-Ville
3265,2020-07-23,BS,20 - 29,2,femme,1,Bâle-Ville
